latitude,longtitude,time
55.745193,38.037289,15255000
55.745193,38.037300,15255500
55.745197,38.037304,15260000
55.745205,38.037312,15260500
55.745213,38.037262,15261000
55.745220,38.037262,15261500
55.745224,38.037266,15262000
55.745228,38.037266,15262500
55.745228,38.037266,15263000
55.745228,38.037266,15263500
55.745232,38.037266,15264000
55.745232,38.037273,15264500
55.745235,38.037277,15265000
55.745228,38.037277,15265500
55.745232,38.037304,15270000
55.745224,38.037277,15270500
55.745228,38.037304,15271000
55.745235,38.037281,15271500
55.745235,38.037277,15272000
55.745239,38.037277,15272500
55.745235,38.037277,15273000
55.745239,38.037281,15273600
55.745239,38.037277,15274100
55.745239,38.037258,15274600
55.745232,38.037251,15275100
55.745224,38.037262,15275600
55.745224,38.037251,15280100
55.745216,38.037247,15280600
55.745216,38.037216,15281100
55.745235,38.037193,15281600
55.745274,38.037113,15282100
55.745304,38.036991,15282600
55.745365,38.036839,15283100
55.745434,38.036694,15283600
55.745487,38.036564,15284100
55.745529,38.036446,15284600
55.745544,38.036335,15285100
55.745529,38.036205,15285600
55.745537,38.036087,15290100
55.745541,38.035954,15290600
55.745480,38.035912,15291100
55.745384,38.035881,15291600
55.745300,38.035858,15292100
55.745224,38.035812,15292600
55.745132,38.035778,15293100
55.745056,38.035698,15293600
55.744949,38.035713,15294100
55.744843,38.035755,15294600
55.744713,38.035820,15295200
55.744640,38.035847,15295700
55.744560,38.035805,15300200
55.744473,38.035858,15300700
55.744400,38.035915,15301200
55.744331,38.035934,15301700
55.744263,38.035980,15302200
55.744240,38.035999,15302700
55.744202,38.036018,15303200
55.744167,38.036095,15303700
55.744129,38.036175,15304200
55.744091,38.036274,15304700
55.744045,38.036369,15305200
55.743992,38.036411,15305700
55.743980,38.036449,15310200
55.743961,38.036533,15310700
55.743942,38.036644,15311200
55.743896,38.036747,15311700
55.743877,38.036839,15312200
55.743877,38.036892,15312700
55.743862,38.036884,15313200
55.743847,38.036808,15313700
55.743832,38.036781,15314200
55.743835,38.036804,15314700
55.743835,38.036819,15315200
55.743828,38.036827,15315700
55.743828,38.036839,15320200
55.743847,38.036846,15320700
55.743889,38.036835,15321300
55.743900,38.036797,15321800
55.743916,38.036789,15322300
55.743919,38.036694,15322800
55.743942,38.036568,15323300
55.744015,38.036457,15323800
55.744003,38.036266,15324300
55.744099,38.036160,15324800
55.744267,38.036129,15325300
55.744469,38.036098,15325800
55.744698,38.035934,15330300
55.744877,38.035828,15330800
55.745045,38.035793,15331300
55.745205,38.035751,15331800
55.745358,38.035725,15332300
55.745399,38.035568,15332800
55.745377,38.035412,15333300
55.745411,38.035362,15333800
55.745476,38.035358,15334300
55.745579,38.035347,15334800
55.745689,38.035309,15335300
55.745758,38.035286,15335800
55.745811,38.035278,15340300
55.745907,38.035275,15340800
55.746063,38.035275,15341300
55.746109,38.035259,15341800
55.746143,38.035137,15342300
55.746185,38.035042,15342800
55.746273,38.035038,15343400
55.746422,38.035015,15343900
55.746616,38.034973,15344400
55.746822,38.034897,15344900
55.746964,38.034863,15345400
55.747116,38.034809,15345900
55.747280,38.034668,15350400
55.747471,38.034515,15350900
55.747650,38.034378,15351400
55.747795,38.034267,15351900
55.747932,38.034138,15352400
55.747990,38.034077,15352900
55.748043,38.034016,15353400
55.748169,38.033916,15353900
55.748344,38.033772,15354400
55.748394,38.033489,15354900
55.748405,38.033073,15355400
55.748409,38.032639,15355900
55.748402,38.032211,15360400
55.748421,38.032059,15360900
55.748432,38.032009,15361400
55.748482,38.031754,15361900
55.748497,38.031429,15362400
55.748512,38.031178,15362900
55.748543,38.030998,15363400
55.748554,38.030830,15363900
55.748573,38.030636,15364400
55.748589,38.030502,15364900
55.748589,38.030182,15365500
55.748569,38.029659,15370000
55.748547,38.029102,15370500
55.748569,38.028732,15371000
55.748611,38.028507,15371500
55.748623,38.028217,15372000
55.748589,38.027718,15372500
55.748581,38.027145,15373000
55.748581,38.026634,15373500
55.748554,38.026199,15374000
55.748566,38.025852,15374500
55.748581,38.025757,15375000
55.748589,38.025723,15375500
55.748592,38.025661,15380000
55.748596,38.025501,15380500
55.748577,38.025299,15381000
55.748558,38.024998,15381500
55.748577,38.024750,15382000
55.748558,38.024330,15382500
55.748558,38.024006,15383000
55.748554,38.023716,15383500
55.748535,38.023361,15384000
55.748501,38.022984,15384500
55.748482,38.022667,15385000
55.748478,38.022472,15385500
55.748459,38.022373,15390000
55.748463,38.022114,15390500
55.748459,38.021725,15391000
55.748432,38.021187,15391600
55.748386,38.020756,15392100
55.748356,38.020386,15392600
55.748329,38.019924,15393100
55.748314,38.019653,15393600
55.748291,38.019375,15394100
55.748253,38.019028,15394600
55.748272,38.018806,15395100
55.748260,38.018646,15395600
55.748260,38.018417,15400100
55.748241,38.018055,15400600
55.748203,38.017670,15401100
55.748180,38.017441,15401600
55.748184,38.017368,15402100
55.748173,38.017128,15402600
55.748135,38.016674,15403100
55.748096,38.016266,15403600
55.748089,38.016048,15404100
55.748070,38.015797,15404600
55.748070,38.015640,15405100
55.748135,38.015598,15405600
55.748310,38.015621,15410100
55.748402,38.015503,15410600
55.748451,38.015331,15411100
55.748451,38.015041,15411600
55.748459,38.014790,15412100
55.748463,38.014664,15412600
55.748623,38.014610,15413100
55.748886,38.014584,15413700
55.749035,38.014435,15414200
55.749058,38.014210,15414700
55.749058,38.014141,15415200
55.749058,38.014126,15415700
55.749054,38.014103,15420200
55.749050,38.014080,15420700
55.749050,38.014069,15421200
55.749054,38.014061,15421700
55.749062,38.014053,15422200
55.749069,38.014038,15422700
55.749073,38.014046,15423200
55.749081,38.014046,15423700
55.749100,38.014034,15424200
55.749088,38.014004,15424700
55.749142,38.013992,15425200
55.749157,38.013973,15425700
55.749142,38.014069,15430200
55.749142,38.014145,15430700
55.749176,38.014191,15431200
55.749165,38.014175,15431700
55.749142,38.014099,15432200
55.749187,38.014061,15432700
55.749180,38.014023,15433200
55.749184,38.013954,15433700
55.749184,38.013931,15434200
55.749172,38.013973,15434700
55.749226,38.014023,15435300
55.749249,38.014023,15435800
55.749249,38.014271,15440300
55.749260,38.014542,15440800
55.749207,38.014523,15441300
55.749180,38.014393,15441800
55.749008,38.014229,15442300
55.748928,38.014095,15442800
55.748894,38.013924,15443300
55.748848,38.013802,15443800
55.748856,38.013763,15444300
55.748779,38.013687,15444800
55.748722,38.013714,15445300
55.748734,38.013794,15445800
55.748707,38.013836,15450300
55.748692,38.013859,15450800
55.748741,38.013870,15451300
55.748798,38.013866,15451800
55.748817,38.013828,15452300
55.748863,38.013840,15452800
55.748878,38.013802,15453300
55.748878,38.013786,15453800
55.748867,38.013802,15454300
55.748871,38.013832,15454800
55.748840,38.013752,15455300
55.748817,38.013657,15455800
55.748810,38.013527,15460300
55.748825,38.013458,15460800
55.748848,38.013481,15461400
55.748859,38.013538,15461900
55.748886,38.013573,15462400
55.748890,38.013596,15462900
55.748890,38.013580,15463400
55.748905,38.013626,15463900
55.748917,38.013641,15464400
55.748924,38.013641,15464900
55.748936,38.013657,15465400
55.748959,38.013676,15465900
55.748970,38.013611,15470400
55.748974,38.013634,15470900
55.748970,38.013672,15471400
55.748985,38.013721,15471900
55.749001,38.013752,15472400
55.749008,38.013767,15472900
55.749023,38.013760,15473400
55.749012,38.013760,15473900
55.749039,38.013737,15474400
55.749046,38.013786,15474900
55.749016,38.013805,15475400
55.748978,38.013847,15475900
55.748962,38.013908,15480400
55.748962,38.013916,15480900
55.748955,38.013935,15481400
55.748947,38.013981,15481900
55.748962,38.014015,15482400
55.748978,38.014042,15483000
55.749001,38.014050,15483500
55.749012,38.014050,15484000
55.749020,38.014076,15484500
55.749020,38.014091,15485000
55.749004,38.014053,15485500
55.748989,38.014046,15490000
55.748978,38.014034,15490500
55.748955,38.014023,15491000
55.748974,38.014034,15491500
55.748940,38.013996,15492000
55.748978,38.013969,15492500
55.749012,38.013958,15493000
55.749039,38.013950,15493500
55.749058,38.013962,15494000
55.749043,38.013954,15494500
55.749046,38.013958,15495000
55.749077,38.013958,15495500
55.749065,38.013950,15500000
55.749073,38.013958,15500500
55.749073,38.013954,15501000
55.749084,38.013939,15501500
55.749077,38.013947,15502000
55.749077,38.013947,15502500
55.749077,38.013947,15503000
55.749062,38.013954,15503500
55.749046,38.013958,15504000
55.749043,38.013954,15504500
55.749043,38.013950,15505100
55.749039,38.013947,15505600
55.749065,38.013943,15510100
55.749077,38.013950,15510600
55.749069,38.013950,15511100
55.749092,38.013962,15511600
55.749088,38.013962,15512100
55.749073,38.013969,15512600
55.749073,38.013962,15513100
55.749081,38.013958,15513600
55.749065,38.013947,15514100
55.749043,38.013947,15514600
55.749027,38.013939,15515100
55.749008,38.013931,15515600
55.749004,38.013924,15520100
55.749031,38.013927,15520600
55.749043,38.013947,15521100
55.749050,38.013962,15521600
55.749054,38.013981,15522100
55.749046,38.014008,15522600
55.749050,38.013996,15523100
55.749054,38.013988,15523600
55.749054,38.013962,15524100
55.749073,38.013943,15524600
55.749084,38.013931,15525100
55.749096,38.013950,15525600
55.749100,38.013920,15530100
55.749130,38.013878,15530600
55.749172,38.013901,15531200
55.749176,38.013897,15531700
55.749123,38.013885,15532200
55.749130,38.013885,15532700
55.749123,38.013874,15533200
55.749107,38.013878,15533700
